Company,Mine Site,Aliases,Company's share (%),Country,Mining type,Products,Status as of 29.11.2019,Year of closure (if applicable),Opening Year,Acquisition Year,Latitude,Longitude,Selected for the mine-site level evaluation,Total Worker Fatalities (2019),Employee Fatalites (2019),Contract Worker Fatalities (2019),Other Fatalities (2019),Total Worker Fatalities (2020),Employee Fatalities (2020),Contract Worker Fatalities (2020),Other Fatalities (2020)
China Shenhua,Suhaitu,"乌海能源苏海图, Wuhai Energy",100,China,Underground,Coal,Operational,,1960,,38.374,104.1284,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
China Shenhua,Wanli No1,万利一矿,100,China,Underground,Coal,Operational,,1995,,39.915,110.1,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
China Shenhua,Wuhushan,"乌海能源五虎山, Wuhai Energy",100,China,Underground,Coal,Operational,,1970,,39.50037,106.672235,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
China Shenhua,Wujiata,"神东天隆集团武家塔, Shendong Tianlong",100,China,Open-pit,Coal,Operational,,1996,,39.308655,110.085217,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
China Shenhua,Wulan,"神华宁煤集团乌兰, Shenhua Ningxia",100,China,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2016,1975,,38.8387,105.648,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
China Shenhua,Wulanmulun,"神东煤炭集团乌兰木伦, Shendong Coal",100,China,Underground,Coal,Operational,,1992,,39.2667,110.2167,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
China Shenhua,Wulantuga,乌兰图加,100,China,Open-pit,Coal,Operational,,1974,,43.942576,116.221056,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
China Shenhua,Yujialiang,"神东煤炭集团榆家樑, Shendong Coal",100,China,Underground,Coal,Operational,,2001,,39.0073,110.4633,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Coal India,Amkola,"ECL, Cluster 9",100,India,Open-pit,Coal,Operational,,,,,,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Coal India,Amlabad,"BCCL, Eastern Jharia, Cluster X",100,India,Underground,Coal,Operational,,,,23.6788,86.3781,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Coal India,Amlo,"CCL, Dhori",100,India,Open-pit,Coal,Operational,,,,24.394,86.7431,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Coal India,Amlohri,NCL,100,India,Open-pit,Coal,Operational,,,,24.127,82.5828,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Coal India,Amrapali,"CCL, Magadh Amrapali",100,India,Open-pit,Coal,Operational,,,,23.8872,85.0049,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Coal India,Amrasota,"ECL, Cluster 10",100,India,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,,,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Coal India,Amritnagar,"ECL, Cluster 9",100,India,Underground,Coal,Operational,,,,23.614,87.084,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Coal India,Ananta,"MCL, Talcher",100,India,Open-pit,Coal,Operational,,1991,1991,20.959,85.1906,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Ara,"CCL, Kuju",100,India,Open-pit,Coal,Operational,,,,23.7281,85.511,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Argada,"CCL, Argada",100,India,Underground,Coal,Operational,,,,23.6462,85.4505,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Ashoka,"CCL, Piparwar",100,India,Open-pit,Coal,Operational,,,,23.7214,85.0478,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Badjna,"ECL, Cluster 1",100,India,"Open-pit, Underground",Coal,Operational,,,,23.801,86.697,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bagdigi,"BCCL, Lodna, Cluster IX",100,India,Underground,Coal,Operational,,,,23.7078,86.4305,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bahula Group of Mines,"ECL, Cluster 11, Lower Kenda, CL Jambad",100,India,Underground,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Baikunthpur,"SECL, Central India Coalfields (CIC)",100,India,,Coal,Operational,,,,23.2168,82.5222,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Balanda,MCL,100,India,Open-pit,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,20.941776,85.14866,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Balaram,"MCL, Kalinga, Balram",100,India,Open-pit,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,20.5167,84.7167,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Ballarpur,"WCL, Ballarpur",100,India,"Open-pit, Underground",Coal,Operational,,,,19.83009,79.350295,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bankola,"ECL, Cluster 12",100,India,"Open-pit, Underground",Coal,Operational,,,,23.66,87.247,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bansra,"ECL, Cluster 10",100,India,"Open-pit, Underground",Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bararee,"BCCL, Lodna, Cluster IX",100,India,Underground,Coal,Operational,,,,23.6955,86.4332,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Barmondia,"ECL, Cluster 7",100,India,Underground,Coal,Operational,,,,23.734,86.957,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Barmuri,"ECL, Cluster 2, Baramuri",100,India,Open-pit,Coal,Operational,,,,23.7515,86.8115,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Basantimata,"BCCL, Chanch/Victoria, East Palasha, Jamdohi Basantimata, Palasia, Shri Raghunathji, Cluster XVI",100,India,Underground,Coal,Operational,,,,23.733,86.743,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bastacolla,"BCCL, Jharia - Bastacolla, Cluster VIII",100,India,"Open-pit, Underground",Coal,Operational,,,,23.7693,86.4136,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Basundhara (East),MCL,100,India,Open-pit,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,22.060267,83.724371,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Basundhara (West),MCL,100,India,Open-pit,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Begunia,"BCCL, Chanch/Victoria, Cluster XVII",100,India,Underground,Coal,Operational,,,,23.725,86.811,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bejdih,"ECL, Cluster 6, Bejdi",100,India,Underground,Coal,Operational,,,,23.6888,86.8739,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Belbaid,"ECL, Cluster 10",100,India,"Open-pit, Underground",Coal,Operational,,,,23.658,87.146,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Belpahar,MCL,100,India,Open-pit,Coal,Operational,,,,21.7807,83.8476,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bera,"BCCL, Jharia - Bastacolla, Cluster VIII",100,India,"Open-pit, Underground",Coal,Operational,,,,23.7599,86.4439,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bhagaband,"BCCL, Jharia - Pootkee Balihari, Cluster XI",100,India,Underground,Coal,Operational,,,,23.742,86.372,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bhanora,"ECL, Cluster 8",100,India,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,23.712652,86.554537,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bhanora West,"ECL, Cluster 7",100,India,"Open-pit, Underground",Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bharatpur,MCL,100,India,Open-pit,Coal,Operational,,,,20.9579,85.1936,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bhatgaon,"SECL, Central India Coalfields (CIC)",100,India,,Coal,Operational,,,,23.4036,83.3536,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bhowra,"BCCL, Eastern Jharia, Bhowra (North), Bhowra (South), Cluster X",100,India,"Open-pit, Underground",Coal,Operational,,,,23.688,86.3997,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bhurkunda,"CCL, Barka Sayal",100,India,"Open-pit, Underground",Coal,Operational,,,,23.685,85.3255,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bina,NCL,100,India,Open-pit,Coal,Operational,,,,24.1705,82.8138,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bisrampur,"SECL, Central India Coalfields (CIC)",100,India,,Coal,Operational,,,,23.20525,82.984245,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Block-B,NCL,100,India,Open-pit,Coal,Operational,,,,24.0397,82.0536,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Block-II,"BCCL, Block-II, Cluster II",100,India,Open-pit,Coal,Operational,,,,23.7749,86.1985,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Block-IV/Kooridih,"BCCL, Govindpur, Cluster III",100,India,"Open-pit, Underground",Coal,Operational,,,,23.8084,86.2667,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bokaro,"CCL, Bokaro & Kargali",100,India,Open-pit,Coal,Operational,,,,23.7286,86.0338,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Bonjemehari,"ECL, Cluster 3",100,India,Open-pit,Coal,Operational,,,,23.786473,86.876055,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Central Kajora,"ECL, Cluster 10",100,India,Underground,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Central Saunda,"CCL, Barka Sayal",100,India,Underground,Coal,Operational,,,,23.685,85.3255,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Chakballavpur,"ECL, Cluster 7",100,India,Underground,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Chanch,"BCCL, Chanch/Victoria, Cluster XVI",100,India,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,23.74,86.783,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Chandrapur,"WCL, Chandrapur",100,India,"Open-pit, Underground",Coal,Operational,,,,20.03,79.3242,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Chapapur,"ECL, Cluster 1",100,India,"Open-pit, Underground",Coal,Operational,,,,23.809,86.67,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Chapuikhas,"ECL, Cluster 9",100,India,"Open-pit, Underground",Coal,Operational,,,,23.647,87.049,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Chhendipada,MCL,100,India,Open-pit,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Chinakuri I,"ECL, Cluster 6",100,India,Underground,Coal,Operational,,,,23.672,86.861,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Chinakuri III,"ECL, Cluster 6",100,India,Underground,Coal,Operational,,,,23.685,86.859,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Chirimiri,"SECL, Central India Coalfields (CIC)",100,India,,Coal,Operational,,,,23.1891,82.3514,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Chitra,"ECL, SP Mines",100,India,Open-pit,Coal,Operational,,,,23.3833,87.4167,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Chuperbhita,ECL,100,India,Open-pit,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Churi,"CCL, North Karanpura",100,India,Underground,Coal,Operational,,,,23.8532,85.0128,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dabor,"ECL, Cluster 3",100,India,"Open-pit, Underground",Coal,Operational,,,,23.783,86.917,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dahibari-Basantimata,"BCCL, Chanch/Victoria, Dahibari, Ramkrishna, Cluster XVI",100,India,Open-pit,Coal,Operational,,,,23.736,86.751,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dakra Bukbuka,"CCL, North Karanpura",100,India,Open-pit,Coal,Operational,,,,23.8532,85.0128,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dalurband,"ECL, Cluster 12",100,India,"Open-pit, Underground",Coal,Operational,,,,23.55,87.45,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Damagoria,"BCCL, Chanch/Victoria, East Ramnagar, Chaptoria, Borira, Cluster XVII",100,India,"Open-pit, Underground",Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2002,,,23.759,86.865,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Damalia,"ECL, Cluster 9",100,India,Open-pit,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Damoda,"BCCL, Barora",100,India,"Open-pit, Underground",Coal,Operational,,,,23.76127,86.1556,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Damra,"ECL, Cluster 9",100,India,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dharmabandh,"BCCL, Govindpur, Cluster XV",100,India,Underground,Coal,Operational,,,,23.7581,86.2665,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dhemomain,"ECL, Cluster 6",100,India,Underground,Coal,Operational,,,,23.702,86.91,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dhori,"CCL, Dhori",100,India,Open-pit,Coal,Operational,,,,24.394,86.7431,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dhori Khas,"CCL, Dhori",100,India,Underground,Coal,Operational,,,,24.394,86.7431,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dilli Sector,"NEC, Dilli-Jeypore Coalfields",100,India,,Coal,Operational,,,,27.149,95.3613,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dipka,"SECL, Korba Coalfields",100,India,Open-pit,Coal,Operational,,1955,1955,22.4706,82.3549,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dobari,"BCCL, Jharia - Bastacolla, Cluster VIII",100,India,Open-pit,Coal,Operational,,,,23.7563,86.4351,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dubeshwari,"ECL, Cluster 5",100,India,Underground,Coal,Operational,,,,23.68,86.807,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Dudhichua,NCL,100,India,Open-pit,Coal,Operational,,1982,,24.3083,82.4583,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Egara,"ECL, Cluster 9",100,India,Open-pit,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Gaurandih,"ECL, Cluster 4",100,India,"Open-pit, Underground",Coal,Operational,,,,23.813,86.936,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Gaurandih Begunia,"ECL, Cluster 4",100,India,Underground,Coal,Operational,,,,23.804,87.026,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Gevra,"SECL, Korba Coalfields",100,India,Open-pit,Coal,Operational,,1955,1955,22.4692,82.5943,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Ghanashyam,"ECL, Cluster 10",100,India,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Ghanoodih,"BCCL, Jharia - Bastacolla, Cluster VIII",100,India,Open-pit,Coal,Operational,,,,23.743,86.426,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Ghusick,"ECL, Cluster 9",100,India,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,23.6564,87.0135,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Gidi - A,"CCL, Argada",100,India,Open-pit,Coal,Operational,,,,23.6462,85.4505,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Gidi - C,"CCL, Argada",100,India,Open-pit,Coal,Operational,,,,23.6462,85.4505,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Giridih,"CCL, Bokaro & Kargali",100,India,Open-pit,Coal,Operational,,,,23.7286,86.0338,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Girmint/KDI,"ECL, Cluster 8",100,India,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,23.1667,86.2,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Gopalichak,"BCCL, Jharia - Pootkee Balihari, Cluster XI",100,India,"Open-pit, Underground",Coal,Operational,,,,23.767,86.371,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Gopinathpur,"ECL, Cluster 1",100,India,"Open-pit, Underground",Coal,Operational,,,,23.748,86.745,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Govindpur,"BCCL, Govindpur, Cluster III",100,India,Underground,Coal,Operational,,,,23.8,86.2748,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Hariajam,"ECL, Cluster 1",100,India,"Open-pit, Underground",Coal,Operational,,,,23.795,86.715,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Haripur Group of Mines,"ECL, Cluster 11, CBI, Chora, Bonbahal, Shankarpur/CL Jambad",100,India,"Open-pit, Underground",Coal,Operational,,,,23.6724,87.2003,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Hasdeo,"SECL, Central India Coalfields (CIC)",100,India,,Coal,Operational,,,,23.1694,81.9311,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Himgir Rampur,MCL,100,India,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Hingula-II,MCL,100,India,Open-pit,Coal,Operational,,,,20.95,85.2167,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Hirakhand Bundia,MCL,100,India,Underground,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Hura C,ECL,100,India,Open-pit,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Itapara,"ECL, Cluster 4",100,India,Open-pit,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jagannath,MCL,100,India,Open-pit,Coal,Operational,,,,20.95,85.2167,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jagun,"NEC, Makum Coalfields",100,India,Open-pit,Coal,Operational,,,,27.2,95.65,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jambad,"ECL, Cluster 10",100,India,Underground,Coal,Operational,,,,23.654,87.176,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jamuna & Kotma,"SECL, Central India Coalfields (CIC)",100,India,,Coal,Operational,,,,23.2977,82.103,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jamunia,"BCCL, Block-II, Kali Mandir, Cluster II",100,India,Open-pit,Coal,Operational,,,,23.7768,86.1783,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jarangdih,"CCL, Kathara",100,India,"Open-pit, Underground",Coal,Operational,,,,23.7622,85.8844,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jayant,NCL,100,India,Open-pit,Coal,Operational,,1976,1976,24.3083,82.4583,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jealgora,"BCCL, Lodna, Cluster IX",100,India,Underground,Coal,Operational,,,,23.7354,86.4332,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jeenagora,"BCCL, Lodna, Cluster IX",100,India,Open-pit,Coal,Operational,,,,23.7107,86.4498,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jemehari,"ECL, Cluster 9",100,India,Underground,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jeypore,"NEC, Dilli-Jeypore Coalfields",100,India,Underground,Coal,Operational,,,,27.2443,95.3837,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jhanjra,"ECL, Cluster 12",100,India,Underground,Coal,Operational,,,,22.8667,86.7,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jharkhand,"CCL, Hazaribag",100,India,Open-pit,Coal,Operational,,,,23.9922,85.3617,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jhingurda,NCL,100,India,Open-pit,Coal,Operational,,,,24.3083,82.4583,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,JK Nagar,"ECL, Cluster 9",100,India,"Open-pit, Underground",Coal,Operational,,,,23.6489,87.0667,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Jogidih,"BCCL, Govindpur, Cluster III",100,India,Underground,Coal,Operational,,,,23.8124,86.2473,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Johilla,"SECL, Central India Coalfields (CIC)",100,India,,Coal,Operational,,,,23.5372,81.0389,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Joyrampur,"BCCL, Lodna, Cluster IX",100,India,Underground,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,K. D. H.,"CCL, North Karanpura",100,India,Open-pit,Coal,Operational,,,,23.8532,85.0128,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Kabribad,"CCL, Bokaro & Kargali",100,India,Open-pit,Coal,Operational,,,,23.7286,86.0338,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Kakri,NCL,100,India,Open-pit,Coal,Operational,,,,24.3083,82.4583,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
